2019-04-23 11:04:34.846606
Input voltage, Input current, Input Power, Test Motor Temperature, Test motor FET temp, Test motor q-axis current, Test motor d-axis current, Test motor Ical, Output Torque, Output Speed, Output Speed set-point, Output Power, Output Efficiency, Absorber Motor Temperature, Absorber motor FET temp, Absorber q-axis current, Absorber d-axis current, Absorber motor Ical
V, mA, W, Deg C, Deg C, A, A, A, N.mm, rad.s, %, W, %, Deg C, Deg C, A, A, A
56.05496368408203, 76.5, 4.260526300048828, 21.998350739509448, 33.30622100830078, 0.3842620551586151, -0.4228878617286682, 5.0, -503.8, -1.5435684486901977, 0.0, 0.5527221340162335, 0.012520494056137628, 25.504058073568018, 33.259639739990234, 0.3842620551586151, -0.4228878617286682, 5.0
56.064148330688475, 95.6, 5.360444457244873, 22.04544924168019, 31.91577262878418, 0.3842620551586151, -0.4228878617286682, 10.0, 65.3, -2.051699659578722, 0.0, -0.3210622382638287, -0.0055208301442392724, 24.82303238380673, 31.89993324279785, 0.3842620551586151, -0.4228878617286682, 10.0
56.04424896240234, 174.2, 9.735448713684082, 22.002699958901434, 31.108448219299316, 0.3842620551586151, -0.4228878617286682, 15.0, 163.7, -1.831189921320161, 0.0, -0.40534491319200844, -0.0041770544010516835, 27.054535933832852, 31.069726371765135, 0.3842620551586151, -0.4228878617286682, 15.0
55.9876106262207, 325.6, 18.271256316375734, 22.011501195314587, 31.29510669708252, 0.3842620551586151, -0.4228878617286682, 20.0, 156.7, -2.329733677382994, 0.0, -0.3289718596954332, -0.0020515622246028934, 23.042019933122095, 31.298373222351074, 0.3842620551586151, -0.4228878617286682, 20.0
56.013633728027344, 544.3, 30.488261042022707, 22.044260019451617, 32.3276008605957, 0.3842620551586151, -0.4228878617286682, 25.0, 287, -1.9941753800330104, 0.0, -0.508399683779347, -0.0014723923338401633, 26.666290912604957, 32.34345054626465, 0.3842620551586151, -0.4228878617286682, 25.0
55.94934158325195, 842.5, 46.98097427330017, 21.925936847228236, 34.3700756072998, 0.3842620551586151, -0.4228878617286682, 30.0, 186.4, -1.8791268209415872, 0.0, -0.4321320574567007, -0.0007149289930411081, 26.829404497885434, 34.38840522766113, 0.3842620551586151, -0.4228878617286682, 30.0
55.898826599121094, 1192.1, 66.62024006767273, 21.996111483441656, 37.376971054077146, 0.3842620551586151, -0.4228878617286682, 35.0, 194.5, -1.8887141072391156, 0.0, -0.37035094911999156, -0.000599171413676236, 27.240754349570544, 37.450060272216795, 0.3842620551586151, -0.4228878617286682, 35.0
55.80085792541504, 1623.1, 90.46559598770142, 22.047604367494774, 41.33106460571289, 0.3842620551586151, -0.4228878617286682, 40.0, 416.1, -1.8407771935736756, 0.0, -0.6362761325680716, -0.0008899980682592574, 27.9967304741548, 41.36740417480469, 0.3842620551586151, -0.4228878617286682, 40.0
55.73350372314453, 2095.2, 116.75758278503417, 22.19852943549145, 46.24779624938965, 0.3842620551586151, -0.4228878617286682, 45.0, 162, -1.8695392912144908, 0.0, -0.3305824854392169, -0.0002915554685971774, 28.623637157456244, 46.29148902893066, 0.3842620551586151, -0.4228878617286682, 45.0
55.604919815063475, 2652.2, 147.44674389457703, 22.129683855090462, 44.17170181274414, 0.3842620551586151, -0.4228878617286682, 50.0, -13.2, -1.8599519674662597, 0.0, -0.09423437845417225, -9.223599037908037e-05, 29.7022115939076, 44.39173698425293, 0.3842620551586151, -0.4228878617286682, 50.0
55.53450469970703, 3274.8, 181.78588106307984, 22.12094736621757, 40.14199600219727, 0.3842620551586151, -0.4228878617286682, 55.0, 182.7, -1.936650969409839, 0.0, -0.14733887533574497, -0.00014346247683096503, 29.88062638620932, 40.43678169250488, 0.3842620551586151, -0.4228878617286682, 55.0
55.4120433807373, 3924.2, 217.44675605125428, 22.034490471132123, 42.67338905334473, 0.3842620551586151, -0.4228878617286682, 60.0, -35.9, -1.5339809558286366, 0.0, -0.12598778550091888, -0.00015428498931112274, 29.787251317199782, 43.076511764526366, 0.3842620551586151, -0.4228878617286682, 60.0
55.324790954589844, 4598.9, 254.47010555191042, 22.162508435371045, 45.00977630615235, 0.3842620551586151, -0.4228878617286682, 65.0, 74.7, -1.7928402330948572, 0.0, -0.04358423834867363, -2.805527982227749e-05, 30.11474366382824, 45.41918830871582, 0.3842620551586151, -0.4228878617286682, 65.0
55.180899429321286, 5319.3, 293.36830878334047, 22.146070520764972, 45.48755798339844, 0.3842620551586151, -0.4228878617286682, 70.0, -23.1, -1.7161411937005753, 0.0, 0.029040171936850254, -3.3873284610433195e-05, 30.113848653876488, 46.13993377685547, 0.3842620551586151, -0.4228878617286682, 70.0
